#ZEITBEREICH: 08.06.2015 bis 08.06.2016
Datum;Zeit;AABU NO2 AM1H [µg/m³];BIEL NO2 AM1H [µg/m³];BONN NO2 AM1H [µg/m³];BORG NO2 AM1H [µg/m³];BOTT NO2 AM1H [µg/m³];CHOR NO2 AM1H [µg/m³];DATT NO2 AM1H [µg/m³];DDCS NO2 AM1H [µg/m³];DMD2 NO2 AM1H [µg/m³];DUB2 NO2 AM1H [µg/m³];EIFE NO2 AM1H [µg/m³];ELAN NO2 AM1H [µg/m³];EVOG NO2 AM1H [µg/m³];GELS NO2 AM1H [µg/m³];HATT NO2 AM1H [µg/m³];HUE2 NO2 AM1H [µg/m³];JACK NO2 AM1H [µg/m³];JHNK NO2 AM1H [µg/m³];KRHA NO2 AM1H [µg/m³];LEV2 NO2 AM1H [µg/m³];LOER NO2 AM1H [µg/m³];MSGE NO2 AM1H [µg/m³];NETT NO2 AM1H [µg/m³];NIED NO2 AM1H [µg/m³];RAT2 NO2 AM1H [µg/m³];RODE NO2 AM1H [µg/m³];ROTH NO2 AM1H [µg/m³];SHW2 NO2 AM1H [µg/m³];SOES NO2 AM1H [µg/m³];SOLI NO2 AM1H [µg/m³];STYR NO2 AM1H [µg/m³];UNNA NO2 AM1H [µg/m³];VACW NO2 AM1H [µg/m³];VBID NO2 AM1H [µg/m³];VDOM NO2 AM1H [µg/m³];VDOR NO2 AM1H [µg/m³];VDUI NO2 AM1H [µg/m³];VEAE NO2 AM1H [µg/m³];VESN NO2 AM1H [µg/m³];VGES NO2 AM1H [µg/m³];VGLG NO2 AM1H [µg/m³];VHAM NO2 AM1H [µg/m³];VKCL NO2 AM1H [µg/m³];VKTU NO2 AM1H [µg/m³];VLEG NO2 AM1H [µg/m³];VMGF NO2 AM1H [µg/m³];VMGR NO2 AM1H [µg/m³];VMS2 NO2 AM1H [µg/m³];VOBM NO2 AM1H [µg/m³];VWEL NO2 AM1H [µg/m³];WALS NO2 AM1H [µg/m³];WAST NO2 AM1H [µg/m³];WESE NO2 AM1H [µg/m³];WULA NO2 AM1H [µg/m³]
17.03.2016;09:00;50;67;85;29;46;57;37;72;55;61;<10;;57;51;42;60;47;44;64;47;67;37;49;;;52;<10;36;38;20;54;35;63;84;80;55;66;76;80;63;57;113;67;65;57;52;50;51;64;62;50;39;30;63
17.03.2016;10:00;31;58;57;22;40;37;25;;34;52;<10;;48;48;49;47;47;46;50;21;38;22;43;;;41;<10;23;31;12;47;24;49;83;68;43;62;68;52;55;45;71;87;65;42;;45;39;48;51;43;17;19;44
17.03.2016;11:00;26;41;34;12;32;23;24;51;20;38;<10;;30;29;25;32;36;35;41;21;24;<10;32;;;35;<10;14;22;10;32;22;59;56;66;31;49;52;49;42;39;77;80;47;41;46;42;20;39;41;31;<10;11;30
17.03.2016;12:00;31;32;23;<10;;21;20;56;15;27;<10;;19;14;<10;34;34;19;35;16;21;<10;26;;;31;<10;17;<10;13;18;14;51;54;56;24;39;39;33;28;31;73;;36;30;39;31;21;26;35;24;<10;<10;24
17.03.2016;13:00;25;17;14;<10;;19;12;60;11;24;<10;17;16;18;12;34;26;17;31;10;18;<10;23;14;15;20;<10;16;<10;<10;16;12;43;48;58;22;36;43;;29;28;71;73;42;;33;29;21;27;43;25;;<10;22
17.03.2016;14:00;26;17;14;;;21;14;55;12;25;<10;18;25;18;11;30;25;21;27;12;17;<10;30;13;17;20;<10;17;<10;<10;18;11;50;55;68;21;36;93;29;40;27;64;82;31;35;31;27;26;34;50;23;<10;<10;21
17.03.2016;15:00;30;25;20;<10;;18;11;70;12;28;<10;19;26;19;;30;;20;38;16;18;<10;34;12;19;25;<10;19;<10;23;;;54;51;55;31;49;66;28;38;23;69;91;43;42;36;27;33;46;46;19;<10;<10;20
17.03.2016;16:00;34;36;23;<10;17;24;<10;75;16;28;<10;27;;19;21;26;27;18;41;21;22;11;36;14;23;32;<10;15;<10;23;31;12;66;74;75;33;49;;36;43;;69;92;50;67;33;28;37;44;44;18;<10;<10;23
17.03.2016;17:00;36;41;36;<10;16;29;11;76;25;28;<10;29;23;17;22;23;31;20;39;33;24;11;33;21;28;46;<10;;<10;19;32;15;80;77;97;40;51;98;47;45;34;87;98;66;84;49;40;39;40;56;21;<10;10;
17.03.2016;18:00;49;42;43;11;17;30;17;79;29;24;14;47;21;20;30;34;46;35;42;40;34;13;27;22;36;63;<10;19;<10;23;33;25;76;;93;49;65;98;57;50;36;83;97;83;91;68;49;44;;60;18;10;18;25
17.03.2016;19:00;59;70;54;22;30;35;28;89;49;24;25;71;50;;52;48;73;47;63;60;62;20;41;22;60;81;<10;39;;39;52;53;91;89;110;78;82;115;60;77;66;102;97;90;95;75;47;78;67;85;25;31;45;53
17.03.2016;20:00;65;75;77;43;62;51;56;139;72;34;32;89;72;78;38;74;62;49;67;77;86;35;77;40;107;107;<10;68;49;63;89;77;126;103;113;85;91;105;88;99;77;129;97;96;98;87;;78;102;106;;40;52;67
17.03.2016;21:00;56;84;83;55;75;58;57;146;74;54;23;106;79;81;37;74;67;66;76;;;55;;56;121;124;<10;78;60;57;97;80;95;82;108;90;;112;94;;50;109;112;97;113;92;84;82;95;90;62;25;67;77
17.03.2016;22:00;57;88;84;53;70;;46;134;;42;28;93;78;72;35;74;60;76;80;87;79;58;68;72;92;122;<10;65;69;45;95;75;90;75;104;87;91;109;92;97;61;90;114;99;117;85;77;89;95;86;62;21;68;75
17.03.2016;23:00;;84;82;49;61;64;;135;67;37;26;88;84;63;37;71;60;71;83;96;76;60;67;74;66;112;<10;56;50;33;94;72;;61;116;97;97;107;100;92;79;68;115;101;93;78;68;80;92;85;55;18;67;66
17.03.2016;24:00;48;81;76;31;53;64;42;119;62;;25;85;82;64;38;73;66;67;;95;80;48;65;64;66;115;<10;49;42;22;85;67;77;50;;96;90;92;92;93;66;57;121;93;76;77;72;51;85;70;52;19;51;65
18.03.2016;01:00;40;67;72;25;50;65;37;109;65;64;21;88;74;65;35;;54;68;71;75;77;23;58;58;85;104;<10;44;41;23;80;61;66;34;88;78;80;81;84;79;47;54;110;88;56;65;63;;77;67;51;22;30;52
18.03.2016;02:00;32;33;65;21;48;66;34;104;63;55;18;83;71;57;34;67;48;61;71;58;62;18;49;59;79;90;<10;38;37;23;72;55;59;37;84;75;69;68;78;81;41;40;82;88;50;56;48;28;62;60;48;13;;45
18.03.2016;03:00;26;42;59;14;47;62;33;94;61;49;14;76;66;53;34;62;45;47;57;48;66;;36;53;73;75;<10;34;34;31;67;51;55;26;81;;58;67;65;65;47;40;78;86;46;40;39;33;60;53;42;<10;24;41
18.03.2016;04:00;27;;60;10;41;60;29;79;56;44;28;70;57;49;31;54;36;34;40;43;59;25;31;49;57;62;<10;30;38;47;62;47;50;26;79;65;51;69;67;62;31;44;86;90;42;36;35;32;51;49;32;11;18;39
18.03.2016;05:00;26;61;54;<10;35;54;27;74;51;38;45;65;52;41;31;57;35;40;45;41;47;14;37;44;53;52;<10;29;36;46;62;50;46;45;73;60;48;67;61;62;36;48;79;76;36;43;33;22;57;46;29;19;<10;33
18.03.2016;06:00;29;41;57;<10;34;54;23;72;54;23;23;55;38;41;30;58;41;43;43;39;43;<10;25;42;52;46;<10;34;40;;49;49;50;63;86;58;47;61;53;59;19;71;90;72;34;50;40;19;50;49;16;23;<10;32
18.03.2016;07:00;33;32;67;<10;23;50;12;79;56;26;<10;55;25;44;34;55;41;;37;44;42;<10;17;32;56;;;34;42;65;40;47;57;45;72;58;44;57;46;56;13;;111;73;37;49;40;34;52;56;15;31;11;39
18.03.2016;08:00;36;27;59;15;20;49;12;76;44;27;<10;53;30;44;40;52;26;39;34;54;35;11;20;24;52;51;<10;44;41;70;43;35;75;58;65;43;52;63;48;59;14;105;118;70;42;45;34;69;66;55;15;32;12;37
18.03.2016;09:00;45;34;53;20;21;46;10;83;41;40;11;;32;42;40;46;24;28;29;61;23;24;21;17;49;60;<10;51;32;45;38;29;99;41;76;44;60;63;49;64;17;67;99;61;90;43;29;74;77;52;16;37;16;46
18.03.2016;10:00;29;32;52;16;24;38;12;73;37;39;<10;;32;40;42;42;19;21;30;51;20;11;16;19;47;51;<10;43;21;39;29;26;93;35;63;41;55;56;50;64;30;59;80;57;63;45;32;54;79;59;22;24;14;38
18.03.2016;11:00;25;21;54;<10;27;31;21;;41;33;<10;;30;42;37;32;14;17;22;46;19;<10;12;26;;43;<10;37;23;42;43;28;76;39;57;50;47;43;52;59;24;59;65;56;66;;33;52;73;49;20;24;14;35
18.03.2016;12:00;27;22;42;<10;21;25;18;74;37;28;11;68;26;34;34;33;14;13;16;42;16;<10;12;31;28;42;16;35;24;45;41;35;69;39;79;50;48;52;57;59;21;65;75;55;58;42;24;62;76;64;22;23;15;30
18.03.2016;13:00;26;21;37;14;26;21;12;90;42;36;14;56;30;34;45;35;17;13;21;38;18;<10;15;;22;43;13;36;21;45;41;28;75;42;78;56;50;43;60;65;24;53;;56;72;44;25;61;77;62;25;17;24;26
18.03.2016;14:00;28;21;38;12;;26;18;96;42;31;16;60;39;39;45;32;17;13;23;39;19;12;20;25;24;47;<10;38;20;38;41;30;75;50;74;55;47;50;;67;34;50;79;57;;48;26;69;69;69;25;;26;41
18.03.2016;15:00;30;21;38;;28;24;19;94;44;39;21;66;45;43;41;32;22;15;25;37;22;10;25;26;26;46;15;40;24;36;43;35;82;38;68;59;49;48;58;65;28;56;88;57;76;52;28;69;103;57;28;22;22;35
18.03.2016;16:00;30;21;45;11;33;24;23;98;47;41;24;67;44;46;;30;;25;28;37;24;12;24;26;28;46;37;39;30;39;;;83;50;84;59;49;55;66;69;32;59;77;57;99;53;37;69;98;60;29;27;23;36
18.03.2016;17:00;27;26;51;16;37;30;28;92;51;37;28;64;;48;44;32;36;29;32;42;29;16;23;45;33;45;31;42;33;39;47;38;78;38;86;68;52;;70;65;;54;98;64;77;62;40;63;93;71;32;32;23;41
18.03.2016;18:00;32;25;48;15;39;34;29;106;60;35;33;72;41;52;47;35;34;36;36;45;35;19;27;50;47;50;28;;37;48;55;43;78;54;81;72;59;57;65;76;37;66;97;63;99;60;42;62;87;68;32;32;24;
18.03.2016;19:00;36;36;51;13;31;42;19;100;60;36;32;77;41;53;48;34;32;40;38;53;39;14;26;54;54;57;35;57;41;52;59;48;89;;84;68;60;63;69;77;39;64;96;72;85;57;46;53;;75;29;32;24;58
18.03.2016;20:00;39;26;53;18;29;46;11;108;55;24;31;73;35;;50;42;30;41;41;51;33;16;17;47;49;59;40;55;;52;43;56;80;54;80;68;45;71;53;66;27;58;95;68;71;62;48;62;73;65;22;34;17;56
18.03.2016;21:00;40;24;49;12;18;41;11;85;29;20;28;46;32;29;48;43;33;28;25;54;22;19;19;17;31;53;32;50;37;46;28;53;73;52;65;45;40;64;36;50;21;47;84;66;84;39;;54;60;65;;27;21;43
18.03.2016;22:00;36;27;43;11;21;37;<10;59;29;22;26;37;23;26;27;37;28;12;16;;;10;;19;20;48;30;28;26;42;29;24;66;47;63;45;;49;47;;18;50;73;64;76;34;22;44;61;58;17;19;13;31
18.03.2016;23:00;35;18;40;<10;19;;<10;65;;20;25;39;37;33;34;32;13;17;16;39;15;10;<10;18;23;48;26;26;19;30;27;25;65;27;64;43;32;52;40;65;19;49;72;47;56;39;29;41;53;51;17;19;12;22
18.03.2016;24:00;;23;34;<10;19;15;;64;33;19;19;32;29;40;30;18;12;18;27;27;17;21;<10;10;21;43;21;23;23;23;20;19;;20;52;36;38;52;38;77;18;35;68;42;56;35;24;37;51;45;14;15;10;15
19.03.2016;01:00;24;16;25;<10;14;13;13;54;37;;16;35;19;27;23;13;11;15;;29;12;<10;<10;13;23;36;18;16;17;20;19;14;54;23;;46;29;34;44;39;13;29;63;42;57;25;14;28;47;36;13;12;<10;16
19.03.2016;02:00;15;13;26;<10;13;11;<10;42;26;10;13;30;19;25;20;;<10;<10;13;23;11;<10;<10;20;16;33;11;18;16;18;15;16;33;15;42;39;21;31;36;29;<10;31;51;32;44;21;13;;24;39;<10;<10;10;15
19.03.2016;03:00;<10;17;27;<10;10;<10;<10;35;13;<10;<10;25;14;21;17;<10;<10;<10;12;22;<10;<10;<10;13;11;17;<10;17;16;14;16;18;31;15;31;28;26;34;30;41;15;26;50;25;44;19;<10;22;27;39;<10;<10;;11
19.03.2016;04:00;<10;16;16;<10;11;<10;<10;43;21;17;<10;45;15;16;17;<10;<10;<10;<10;18;<10;;<10;19;16;14;<10;13;14;15;18;16;27;14;38;;26;29;29;31;<10;24;33;20;38;26;13;19;28;33;<10;<10;<10;<10
19.03.2016;05:00;<10;;13;<10;15;<10;<10;49;26;18;<10;34;17;20;15;<10;<10;<10;17;21;13;<10;<10;14;25;14;<10;16;13;14;18;15;29;19;36;41;38;35;30;33;<10;31;56;21;55;27;17;24;32;36;11;<10;<10;11
19.03.2016;06:00;<10;21;13;<10;13;11;<10;48;22;29;<10;32;18;21;29;<10;<10;<10;34;26;14;<10;12;12;22;28;<10;24;21;27;24;17;47;22;44;28;43;57;35;52;13;33;68;46;71;32;19;28;42;46;14;14;<10;15
19.03.2016;07:00;14;16;23;<10;12;10;<10;56;25;24;<10;38;20;26;29;14;<10;14;27;29;25;11;<10;12;24;48;<10;35;21;;28;19;58;36;48;30;32;53;37;48;12;43;77;46;66;44;23;32;35;47;<10;15;<10;20
19.03.2016;08:00;18;18;40;<10;17;18;<10;66;29;24;<10;35;22;26;36;15;<10;;31;37;24;<10;<10;15;31;;;31;20;33;22;24;67;43;55;31;27;67;32;52;16;;76;49;85;39;21;25;45;42;<10;15;<10;24
19.03.2016;09:00;20;28;33;<10;13;23;<10;78;32;19;<10;35;17;20;34;19;12;26;36;45;24;11;<10;16;35;49;<10;25;18;29;20;23;62;61;57;29;39;59;42;58;15;56;83;49;82;38;20;34;46;49;<10;15;13;20
19.03.2016;10:00;20;26;33;<10;12;25;<10;69;24;25;<10;37;20;18;22;22;13;18;32;46;26;<10;<10;14;31;51;<10;20;14;23;21;20;74;64;69;29;27;72;38;54;18;52;81;60;81;40;25;48;58;49;<10;15;12;19
19.03.2016;11:00;16;26;37;<10;11;25;<10;84;22;32;12;37;19;17;26;22;12;13;29;34;23;<10;<10;14;24;48;<10;17;<10;24;17;17;75;57;74;41;22;71;35;54;19;54;81;62;80;35;18;47;67;48;<10;11;<10;20
19.03.2016;12:00;15;18;42;<10;11;24;<10;;19;19;14;;16;15;20;21;12;10;25;26;21;<10;<10;<10;;46;<10;17;<10;22;20;13;76;56;74;32;28;75;35;52;16;60;74;60;85;;17;51;56;61;<10;11;<10;18
19.03.2016;13:00;13;15;41;<10;10;27;<10;92;18;17;12;40;14;17;18;20;15;10;20;29;25;<10;<10;<10;23;40;<10;16;<10;22;16;11;81;50;88;37;33;75;41;48;19;55;96;58;73;35;21;51;65;56;<10;11;<10;18
19.03.2016;14:00;11;17;38;<10;12;28;<10;108;11;10;13;41;12;20;17;21;12;<10;23;33;22;<10;<10;;23;40;<10;16;<10;21;21;<10;77;50;82;30;39;79;41;70;22;53;;66;88;30;15;57;80;68;<10;14;<10;15
19.03.2016;15:00;11;22;38;<10;;26;<10;100;12;19;13;40;17;22;22;20;13;<10;18;27;21;<10;<10;<10;24;40;<10;12;<10;20;21;<10;79;50;82;30;35;78;;58;20;48;85;68;;29;17;60;63;55;<10;;<10;19
19.03.2016;16:00;12;18;35;;<10;26;<10;99;14;12;12;41;12;19;23;22;14;<10;18;28;24;<10;<10;<10;22;42;<10;12;13;18;19;<10;71;53;87;38;39;75;37;71;18;56;93;60;71;31;16;72;65;55;<10;13;<10;22
19.03.2016;17:00;14;21;36;<10;<10;28;<10;93;23;13;<10;44;12;24;;24;;11;15;32;26;<10;<10;10;25;42;<10;14;13;22;;;87;42;83;38;40;68;37;71;15;61;65;59;77;33;16;61;71;54;<10;15;<10;20
19.03.2016;18:00;13;14;41;<10;<10;30;<10;93;21;11;<10;47;;29;27;23;14;10;22;38;15;<10;11;13;30;37;<10;19;11;19;18;16;67;51;96;38;37;;34;59;;56;78;64;86;31;18;79;67;55;<10;11;<10;21
19.03.2016;19:00;14;22;43;11;12;32;13;86;24;26;<10;61;11;31;30;30;18;12;17;28;15;16;14;14;26;43;<10;;11;25;23;18;70;33;88;40;40;61;47;64;25;63;72;64;74;38;22;74;89;51;<10;12;<10;
19.03.2016;20:00;18;29;45;13;16;20;22;104;36;19;<10;51;16;35;31;25;28;14;23;36;26;15;32;21;31;43;<10;25;12;24;27;19;92;;81;60;61;79;49;64;18;62;76;68;69;38;24;53;;54;18;<10;11;18
19.03.2016;21:00;17;23;40;<10;15;21;23;108;39;25;<10;49;18;;27;18;34;17;33;36;22;<10;15;40;43;29;<10;31;;23;26;26;85;27;78;73;42;62;45;55;20;45;80;54;69;65;37;53;61;63;11;<10;<10;24
19.03.2016;22:00;16;12;32;<10;10;33;11;88;39;23;<10;32;12;30;20;18;21;40;24;37;24;<10;11;35;47;33;<10;38;16;19;16;31;73;24;78;69;21;58;40;58;16;47;69;54;66;61;;36;54;54;;<10;<10;19
19.03.2016;23:00;17;10;32;<10;11;30;<10;82;42;16;<10;35;11;17;35;28;13;29;23;;;<10;;19;35;37;<10;33;16;16;14;31;70;25;76;49;;65;30;;11;48;80;65;68;51;46;29;52;60;<10;<10;<10;18
19.03.2016;24:00;18;11;32;<10;<10;;<10;94;;15;<10;26;<10;<10;21;23;13;23;23;35;13;<10;<10;12;29;56;<10;21;17;13;11;26;66;19;62;34;12;56;24;23;<10;42;83;67;65;43;28;28;42;42;<10;<10;<10;13
20.03.2016;01:00;;<10;34;<10;<10;24;;77;15;27;<10;19;<10;<10;11;18;12;<10;18;30;16;<10;<10;<10;14;46;<10;13;<10;<10;<10;13;;18;58;32;13;37;19;30;<10;30;64;61;62;27;15;27;24;41;<10;<10;<10;<10
20.03.2016;02:00;11;<10;38;<10;<10;20;<10;64;10;;<10;13;<10;<10;<10;16;<10;<10;;23;<10;<10;<10;<10;<10;46;<10;<10;<10;<10;<10;<10;40;13;;23;10;39;20;21;<10;13;55;47;44;18;<10;25;30;32;<10;<10;<10;<10
20.03.2016;03:00;<10;<10;30;<10;<10;21;<10;38;<10;34;<10;12;<10;<10;<10;;<10;<10;10;<10;<10;<10;<10;<10;<10;25;<10;<10;<10;<10;<10;<10;32;<10;24;18;<10;30;15;11;<10;15;32;33;28;13;<10;;23;30;<10;<10;<10;<10
20.03.2016;04:00;<10;<10;23;<10;<10;13;<10;40;<10;29;<10;13;<10;<10;<10;<10;<10;<10;<10;<10;<10;<10;<10;<10;<10;19;<10;<10;<10;<10;<10;<10;26;<10;27;18;<10;32;18;15;<10;17;29;23;20;<10;<10;11;23;20;<10;<10;;<10
20.03.2016;05:00;<10;<10;25;<10;<10;11;<10;50;<10;13;<10;17;<10;<10;<10;13;<10;<10;11;<10;<10;;<10;<10;<10;<10;<10;<10;<10;<10;<10;<10;23;<10;29;;13;30;16;21;<10;16;28;20;20;12;<10;<10;17;19;<10;<10;<10;<10
20.03.2016;06:00;<10;;13;<10;<10;13;<10;52;<10;12;<10;17;<10;14;11;13;<10;<10;12;<10;<10;<10;<10;<10;14;15;<10;<10;<10;<10;<10;<10;27;<10;34;29;16;29;16;23;<10;20;32;28;17;15;<10;11;23;32;<10;<10;<10;<10
20.03.2016;07:00;<10;<10;12;<10;<10;14;<10;32;<10;14;<10;26;<10;<10;11;11;<10;<10;19;<10;11;<10;<10;11;10;19;<10;13;<10;<10;<10;<10;22;<10;33;34;20;16;24;20;<10;14;35;28;31;14;<10;<10;21;20;<10;<10;<10;<10
20.03.2016;08:00;<10;<10;17;<10;<10;14;<10;32;<10;18;<10;24;<10;<10;15;<10;<10;<10;11;10;<10;<10;<10;10;11;22;<10;15;<10;;<10;<10;28;<10;23;21;25;16;21;24;<10;23;32;37;39;14;<10;11;20;21;<10;<10;<10;<10
20.03.2016;09:00;<10;<10;21;<10;<10;<10;<10;34;<10;19;<10;21;<10;11;17;<10;<10;;14;18;<10;<10;<10;<10;13;;;12;<10;<10;<10;11;27;13;23;23;28;17;20;23;<10;;53;28;45;13;<10;11;19;19;<10;<10;<10;<10
20.03.2016;10:00;<10;<10;20;<10;<10;<10;<10;36;<10;18;<10;20;<10;<10;12;<10;<10;<10;13;19;<10;<10;<10;<10;18;20;<10;11;<10;<10;<10;<10;39;17;36;15;31;31;22;23;<10;38;49;28;52;17;<10;16;28;32;<10;<10;<10;<10
20.03.2016;11:00;<10;<10;15;<10;<10;13;<10;59;<10;18;<10;23;13;<10;12;<10;<10;<10;12;18;10;<10;<10;<10;17;21;<10;12;<10;<10;<10;<10;48;12;38;16;19;38;26;19;<10;37;51;38;53;16;<10;22;32;25;<10;<10;<10;<10
20.03.2016;12:00;<10;<10;22;<10;<10;17;<10;59;<10;16;<10;24;<10;12;<10;<10;<10;<10;12;17;13;<10;<10;<10;14;22;<10;<10;<10;<10;<10;<10;48;15;41;10;28;30;29;35;<10;19;51;38;53;16;10;23;33;33;<10;<10;<10;<10
20.03.2016;13:00;<10;<10;19;<10;<10;18;<10;;<10;21;<10;;<10;13;11;11;<10;<10;<10;17;<10;<10;<10;<10;;27;<10;<10;<10;<10;<10;<10;61;<10;45;15;30;29;25;30;<10;27;57;42;42;;<10;33;44;39;<10;<10;<10;<10
20.03.2016;14:00;<10;<10;21;<10;<10;19;<10;61;<10;12;<10;32;<10;13;14;14;<10;<10;<10;13;<10;<10;<10;<10;14;26;<10;<10;<10;<10;<10;<10;44;13;44;17;29;36;23;28;<10;22;56;40;43;14;10;38;52;31;<10;<10;<10;<10
20.03.2016;15:00;<10;<10;18;<10;<10;11;<10;75;14;11;<10;42;<10;10;13;<10;<10;<10;12;16;<10;<10;<10;;15;23;<10;<10;<10;<10;<10;<10;49;18;38;15;23;41;26;30;11;26;;54;49;19;12;29;39;43;<10;<10;<10;<10
20.03.2016;16:00;<10;<10;21;<10;;11;<10;85;23;12;<10;40;<10;<10;14;<10;<10;<10;<10;18;<10;<10;<10;<10;11;22;<10;<10;<10;17;12;<10;60;19;42;21;25;34;;28;11;27;63;37;;18;12;29;49;49;<10;;<10;<10
20.03.2016;17:00;<10;<10;20;;<10;11;<10;76;13;17;<10;40;<10;12;15;11;<10;<10;13;22;10;<10;<10;<10;18;25;<10;<10;<10;14;15;<10;54;18;49;26;23;23;38;36;<10;30;64;43;66;19;11;29;47;52;<10;<10;<10;<10
20.03.2016;18:00;<10;<10;23;<10;15;<10;<10;84;17;20;<10;57;10;19;17;13;;<10;14;14;<10;<10;<10;13;18;29;<10;16;<10;11;;;74;21;57;27;25;32;37;46;15;28;78;52;58;27;14;42;61;63;<10;<10;11;16
20.03.2016;19:00;<10;14;26;11;18;<10;10;84;21;20;<10;64;;25;26;14;<10;<10;12;16;13;13;<10;14;17;25;<10;18;<10;13;34;13;65;17;55;32;30;;45;53;;39;75;39;57;29;17;50;64;62;11;<10;14;20
20.03.2016;20:00;12;12;24;<10;18;12;15;75;28;33;<10;;17;33;27;15;10;12;12;18;<10;17;<10;18;16;21;<10;;<10;15;33;15;71;26;64;57;35;35;48;44;14;41;63;36;66;39;24;38;81;63;18;<10;15;
20.03.2016;21:00;17;11;20;<10;20;15;14;77;34;23;<10;;15;26;31;13;<10;12;15;22;14;14;<10;23;21;29;<10;28;<10;20;29;17;72;;70;59;33;37;45;52;11;47;53;38;54;49;29;39;;57;17;<10;<10;34
20.03.2016;22:00;12;14;17;<10;15;24;<10;62;36;18;<10;;13;;27;12;<10;13;21;27;14;10;<10;23;21;33;<10;30;;23;16;17;68;18;63;46;31;37;35;37;<10;39;60;41;57;37;24;28;39;55;<10;<10;<10;29
20.03.2016;23:00;10;14;18;<10;11;14;<10;55;27;16;<10;;<10;15;20;13;<10;10;18;25;<10;<10;<10;12;13;39;<10;21;11;15;12;20;48;15;52;43;27;30;28;35;<10;36;50;33;45;23;;21;30;41;;<10;<10;17
20.03.2016;24:00;10;11;17;<10;<10;11;<10;40;21;18;<10;;<10;<10;17;14;<10;<10;13;;;<10;;10;<10;22;<10;15;11;11;11;19;34;13;44;38;;20;22;;<10;23;43;22;43;20;16;11;27;33;<10;<10;<10;13
21.03.2016;01:00;<10;<10;14;<10;<10;;<10;33;;17;<10;;<10;<10;12;<10;<10;<10;14;13;<10;<10;<10;<10;10;18;<10;12;<10;<10;<10;<10;24;11;21;16;25;22;14;12;<10;17;52;18;32;12;<10;<10;18;26;<10;<10;<10;<10
21.03.2016;02:00;;<10;14;<10;<10;<10;;22;13;16;<10;;<10;<10;11;<10;<10;<10;<10;13;<10;<10;<10;<10;<10;14;<10;<10;<10;<10;<10;<10;;<10;17;16;20;15;15;<10;<10;11;28;17;28;11;<10;<10;16;18;<10;<10;<10;<10
21.03.2016;03:00;<10;<10;17;<10;<10;<10;<10;23;<10;;<10;;<10;10;10;<10;<10;<10;;<10;<10;<10;<10;<10;11;<10;<10;<10;<10;<10;<10;<10;14;<10;;12;13;15;16;16;<10;<10;23;13;30;<10;<10;<10;14;15;<10;<10;<10;<10
21.03.2016;04:00;<10;<10;<10;<10;<10;<10;<10;20;<10;16;<10;;<10;<10;14;;<10;<10;<10;<10;<10;<10;<10;14;13;13;<10;<10;<10;<10;16;<10;16;<10;16;11;17;19;17;16;<10;11;27;15;33;11;<10;;17;15;<10;<10;<10;<10
21.03.2016;05:00;<10;<10;10;<10;13;<10;<10;26;12;25;<10;;11;11;16;<10;<10;<10;10;11;<10;<10;<10;17;<10;13;<10;14;<10;<10;26;<10;20;<10;21;19;23;25;26;23;<10;17;36;15;40;12;11;<10;24;23;<10;<10;;12
21.03.2016;06:00;<10;<10;17;<10;18;<10;<10;45;25;23;<10;;25;23;26;<10;<10;<10;17;13;<10;;11;14;16;37;<10;17;<10;13;37;12;38;21;44;;35;41;38;38;<10;35;73;26;61;22;17;20;59;51;11;<10;<10;15
21.03.2016;07:00;<10;;39;14;20;10;<10;77;31;29;<10;;39;30;32;18;<10;10;32;24;14;10;12;14;28;56;<10;27;<10;23;42;19;65;35;71;54;58;56;58;50;14;50;84;40;85;39;26;51;66;67;16;<10;<10;26
21.03.2016;08:00;11;23;48;16;24;15;<10;102;36;34;<10;78;46;35;41;26;13;15;34;32;17;19;16;18;35;56;<10;34;<10;56;40;25;94;42;77;59;58;70;64;50;17;46;90;52;82;48;32;61;83;69;19;15;15;28
21.03.2016;09:00;16;19;43;12;18;16;<10;105;32;33;<10;67;37;37;48;21;11;;26;33;17;11;15;17;28;51;<10;30;12;;32;23;97;59;74;54;52;63;62;66;16;56;100;55;88;44;29;64;69;77;19;11;18;24
21.03.2016;10:00;14;15;29;10;13;<10;<10;82;39;23;<10;48;31;32;39;15;<10;;18;28;14;<10;18;11;22;;;27;<10;38;22;15;112;52;74;41;52;80;39;56;15;;98;49;81;38;25;50;69;81;10;14;<10;23
21.03.2016;11:00;<10;15;22;<10;14;<10;<10;85;28;20;<10;37;24;18;30;14;<10;;24;23;<10;<10;<10;<10;18;37;11;21;<10;32;20;14;106;45;85;40;49;73;37;62;13;51;75;49;75;37;22;39;63;73;11;<10;<10;20
21.03.2016;12:00;<10;13;31;<10;14;<10;<10;106;30;30;<10;35;;18;24;13;;11;24;23;14;<10;<10;<10;17;38;<10;13;<10;30;22;16;94;44;79;33;45;75;42;62;<10;50;87;55;93;33;24;51;76;63;<10;<10;<10;18
21.03.2016;13:00;13;13;30;<10;11;12;<10;103;29;25;<10;39;;11;24;15;;11;27;29;;<10;<10;<10;22;38;<10;15;<10;27;17;11;99;44;95;43;49;82;43;52;<10;54;68;53;81;30;20;51;76;72;12;13;<10;13
